PlayerScore0,PlayerScore1,PlayerScore10,PlayerScore11,PlayerScore2,PlayerScore3,PlayerScore4,PlayerScore5,PlayerScore6,PlayerScore7,PlayerScore8,PlayerScore9,allInPings,assistMePings,assists,baronKills,basicPings,champExperience,champLevel,championId,championName,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,placement,playerAugment1,playerAugment2,playerAugment3,playerAugment4,playerAugment5,playerAugment6,playerSubteamId,profileIcon,pushPings,puuid,quadraKills,retreatPings,riotIdGameName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,subteamPlacement,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalAllyJungleMinionsKilled,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalEnemyJungleMinionsKilled,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,matchId,missions.playerScore0,missions.playerScore1,missions.playerScore2,missions.playerScore3,missions.playerScore4,missions.playerScore5,missions.playerScore6,missions.playerScore7,missions.playerScore8,missions.playerScore9,missions.playerScore10,missions.playerScore11,bountyLevel
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,9347,12,60,Elise,0,5,15,1963,7822,1963,8371,0,7,10,0,0,True,2,0,False,False,False,True,False,False,0,10347,8875,0,UTILITY,0,0,2,4646,1082,3020,3877,4645,2055,3364,29,2,7,BOTTOM,0,3,1,523,29447,16503,16722,0,0,0,1,0,0,0,10,10,0,6396,2205,7784,0,0,0,0,0,0,0,0,3632,0,DiDR3e8kW5mKoXupwfRVf58ZZr5ZPjFn0lg0Hgq7fyqs6NNDKK5Mixb3zbw05yMas-c-kYpinaKnNQ,0,1,Qaai,BLA,SUPPORT,0,75,92,79,101,0,5,4,6,14,kFo3zssa7H5fPblVm5-jxYXYu84aCVYeGT-W-LoRgo5rC2mP,460,,False,200,UTILITY,33,1771,0,40069,20502,0,25107,0,5584,0,26,42,164,1,0,4225,1793,600,1,1,9,0,0,83,11,8,35,False,EUW1_7452304463,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13249,15,112,Viktor,0,3,9,2246,2682,2246,14214,0,9,2,0,0,True,28,9,True,False,False,False,False,False,0,9024,7525,0,TOP,0,0,2,3040,6653,3020,0,0,0,3340,25,0,0,TOP,0,0,0,620,111040,14931,3109,0,0,0,1,0,0,0,6,1,0,10966,1479,17066,0,0,0,0,0,0,0,0,6316,0,n1HX_7yM-_P0Ig2jUeZ7CmfD56rr7a2G4U-sdTRXJdE9q3TspRznp8SPeDuuhJSaAJun04Yuj0fdwA,0,10,MacyChamp,EUW,CARRY,0,96,24,88,32,0,4,4,3,12,dw65AjBrelCfiGbePODCaRFJQ5XduCF-sWpyZUr2Old7qqXG,593,,False,100,TOP,23,1701,0,123946,16410,0,21636,0,1196,0,181,517,337,1,0,1939,0,1460,1,1,10,0,0,17,3,1,12,False,EUW1_7451618832,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,0,0,11109,13,9,FiddleSticks,0,7,10,159,14843,159,19284,0,9,7,0,1,True,8,28,True,False,False,False,False,False,6,10380,10065,0,JUNGLE,0,0,2,6653,2421,2055,3020,1082,3118,3330,22,1,5,JUNGLE,0,2,1,564,132491,20519,6771,2,124,0,1,0,0,0,29,2,0,5198,192,30648,0,0,0,0,0,0,0,0,5961,2,my6pa34M1n_7fhE7Om-LM3SU0kUTDZiSzao081UrabL3QfvJ-57Y1ZmUyDZstu-B-AEOTeMuAz4Cew,0,2,xAllow,ESP,NONE,0,49,127,72,10,0,16,11,4,4,EAg509b_CKeezH6usrNJQxFsPUquAc4dELrQKfmGBM21do8,1088,,False,100,JUNGLE,59,1701,99,181066,21804,0,38930,0,17415,0,21,781,316,1,0,43376,1092,1511,0,0,10,0,0,49,9,4,7,False,EUW1_7451618832,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,15387,16,246,Qiyana,0,2,4,24,24,24,11295,0,8,3,0,0,True,5,0,True,False,False,False,False,False,2,12161,11825,0,MIDDLE,0,0,2,3158,6698,6697,1055,6694,3134,3364,25,3,10,MIDDLE,0,3,1,412,9000,2023,2064,0,0,0,1,0,0,0,15,3,0,90884,20830,20142,0,0,0,0,0,0,0,0,5650,6,i9dz4Drtcs4LArWbrah8QWBO61ENk5acclFMtnv3GUvs6ju_H9Sth0M5DDP4c017YGWtHazoMxxvww,0,0,RiCHARD RAMiREZ7,EUW14,DUO,0,102,122,42,14,0,4,4,7,14,BcrsXh2mauzxp_8sv-5AMNTelVJYtUtdo0n_H68IONtP6zU-lEV8gu_KZA,193,,False,100,MIDDLE,25,1701,0,102555,25505,0,23360,0,2016,0,157,64,305,1,0,2670,2651,1153,0,0,10,0,0,18,3,3,4,False,EUW1_7451618832,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,0,0,12542,14,119,Draven,0,8,1,5396,8230,5396,12101,0,8,0,1,0,True,10,19,False,True,False,False,False,False,0,14788,14900,0,BOTTOM,0,0,2,6676,3072,3006,3031,3036,1036,3340,19,4,10,MIDDLE,1157,3,2,329,0,0,5311,1,7,0,1,0,0,0,11,4,0,159739,24981,10674,0,0,0,0,0,0,0,0,1296,0,HSBXg4WiPA_5eVclNK6qQBuXFY2dr-eIjMLky4JnXwPKDWTIn1y9mreeQoNX9Sb54c5uvUKaBxz4nQ,0,2,ŞeytanÖldürücüL9,111,DUO,0,68,126,22,9,0,5,4,4,1,RSv0csG6QYU8E3ck7TKWAG0VJMqGa-aB00KDUv8Cv05FtKiLpzjwRdIL5Q,41,,False,100,BOTTOM,15,1701,6,163570,25339,0,18977,0,4151,0,194,121,184,1,0,3831,357,2990,1,1,10,0,0,21,0,4,10,False,EUW1_7451618832,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,9126,12,53,Blitzcrank,0,8,16,251,351,251,24041,0,9,13,0,0,True,8,0,True,False,False,False,False,False,0,7498,6935,0,UTILITY,0,0,2,0,3869,3075,3047,3067,1031,3364,34,0,1,TOP,18,0,1,452,8987,5542,8672,3,0,0,1,0,0,0,16,5,0,5689,2713,17081,0,0,0,0,0,0,0,0,504,0,pndVkwtUS3vxMogHbH8uZ3wd-R1wu3YM8qjR4aUuqVUksmjDsL97YF_VywA-BxNeSpT6z86rsaD0yw,0,8,BΙitzcrank,EUW,SUPPORT,0,31,39,28,12,0,7,3,13,4,c3ErP1ctevg86NoM_kHLXYB9cIWdOdmQdajWI8jBPWRK2vU,294,,False,100,UTILITY,48,1701,0,20268,8498,0,26628,0,1366,0,27,242,269,1,0,5591,242,875,0,0,10,0,0,70,14,5,39,False,EUW1_7451618832,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,0,18619,18,875,Sett,0,15,3,7581,12130,7581,31077,0,6,1,0,0,True,2,1,False,False,False,False,False,False,6,13930,12800,0,TOP,1,1,0,6631,3111,2055,2021,3053,3161,3364,30,2,5,TOP,0,2,1,414,0,0,15791,1,11,0,0,1,0,0,20,6,0,144641,14269,17828,0,0,0,0,0,0,0,0,6847,1,E6iTjg53R_2-OdukxLW-HQmfxqOM32UrRw1cJ6B9qzVBWPmjSKUNgIaNaNYeNFWKlXEg36RGVVxRIg,0,1,Blind,6666,DUO,0,69,19,33,6,0,3,4,4,12,J2E_xz4jOMU4Tt0NFt0vtZaMYEO88_e_qTQBk0wVDqyWK4U,621,,False,200,TOP,26,1701,0,155300,17802,0,34198,6,3767,0,219,317,196,1,0,10658,3532,578,3,3,2,0,0,23,2,4,9,True,EUW1_7451618832,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,19851,18,238,Zed,0,6,6,3074,31094,3074,17415,0,3,5,1,1,True,2,0,False,False,False,False,False,False,23,15971,14825,0,JUNGLE,0,1,0,6701,6699,2021,3171,6694,3814,3364,25,2,13,JUNGLE,0,7,4,989,44181,1183,10191,0,190,0,0,1,0,0,17,7,0,193477,25574,20453,0,0,0,0,0,0,0,0,6631,0,denh28kAMVlEJnGwJwpVpIPOvqCoarTF6ev_-PG8LLsFFfDXA5_wBF19Uvn1HsxPQOG9W7Uf4BIpuQ,1,17,Nidalee,AFK,NONE,0,131,114,154,22,0,5,4,22,11,UjwBEE9XtK6AdsGhEoNEd-1owI_7YkV6bhwMlIrMchjm2mXTkkdIE686og,187,,False,200,JUNGLE,10,1701,128,299366,29021,0,31466,30,16212,0,33,294,133,1,1,61706,2263,821,3,4,2,0,0,25,5,1,10,True,EUW1_7451618832,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,0,0,16945,17,145,Kaisa,0,27,1,7418,13616,7418,11195,0,8,0,2,0,True,38,4,False,False,False,True,False,False,0,13928,12640,0,MIDDLE,1,1,0,3042,3157,2422,4628,6655,0,3363,19,3,10,TOP,0,3,2,356,33886,15008,6690,3,0,0,0,1,0,0,50,8,0,104257,12053,14055,0,0,0,0,0,0,0,0,6815,3,7s6Ci8-9ZSEScfflbZmXPcspSFeNO-UVK7VDwA7nvRDwaxPyt0dg0RToAu3xY8jwHefwrua6_pVjMg,0,16,Franzzz,ZZZ4,DUO,0,107,73,89,4,0,4,4,5,12,JuVT8RSlqgXkR-TrrwdVu0bfTfwLMj-ff0IwGXbchsnnhXxdngrMuQouDQ,476,,False,200,MIDDLE,1,1701,0,142240,27515,0,21802,0,1891,0,183,52,274,1,0,4096,453,1057,2,4,2,0,0,15,0,3,10,True,EUW1_7451618832,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0,0,17125,17,895,Nilah,0,13,8,9984,42942,9984,15276,0,4,2,2,1,True,10,4,False,False,False,False,False,False,0,15373,13965,0,BOTTOM,0,1,0,3047,3036,2055,6670,6676,3031,3363,28,2,11,JUNGLE,1710,7,2,612,0,0,9873,1,16,1,0,1,0,0,19,9,0,156057,18515,12093,0,0,0,0,0,0,0,0,6378,0,Po-o75-c68BNh_YI-FeBfbw1JUzGU6D-ovxvyTCOi09lGNjV6OtvZRucOTWLdA33E7J4-MitlRjR5A,0,12,Aømïne,EUW,NONE,0,138,15,33,6,0,3,4,6,6,oUf8UAu8QwEZW4CSfb4nNQKMdbY98jjSlrD37f-G8VvHUdQ,164,,False,200,BOTTOM,10,1701,4,158744,19278,684,23075,0,10394,777,176,71,107,4,0,2687,763,1108,2,4,2,0,0,25,3,5,10,True,EUW1_7451618832,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,12565,14,526,Rell,0,17,6,914,2506,914,42331,0,5,3,0,0,True,0,1,False,False,False,False,False,False,0,9645,8750,0,UTILITY,0,1,0,3869,3190,3109,3111,3050,2055,3364,21,1,4,BOTTOM,0,2,1,404,11121,7236,6129,0,0,0,0,1,0,0,13,10,0,7173,2914,13729,0,0,0,0,0,0,0,0,3614,0,QLP4jKYk-iyJiH4161qslwbfQK9_VE3DwGMvYFL3KqLKWnnbB7YEi4kVLvwQJcxzQArg0Z98rgfP7g,0,1,RickyDooDaGrimes,EUW,SOLO,0,101,59,63,6,0,6,14,7,4,B4DJ137jUKN2g8XZwjVf2KzWwVJuxF4Pq1enO_BlFqoScMc,948,,False,200,UTILITY,41,1701,0,22933,11128,1130,20636,0,2067,0,37,97,138,1,0,4637,978,777,0,4,2,0,0,55,5,9,20,True,EUW1_7451618832,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,0,14730,16,122,Darius,0,17,7,7362,14993,7362,24005,0,4,4,2,0,True,6,0,False,True,False,False,False,True,7,13562,11900,0,TOP,1,1,0,6631,4401,3053,1029,1054,3111,3340,31,2,10,TOP,0,4,3,401,0,0,10759,0,11,0,0,0,0,0,14,1,0,146801,20552,17571,0,0,0,0,0,0,0,0,6847,1,E6iTjg53R_2-OdukxLW-HQmfxqOM32UrRw1cJ6B9qzVBWPmjSKUNgIaNaNYeNFWKlXEg36RGVVxRIg,0,1,Blind,6666,SOLO,0,71,88,15,11,0,4,4,5,6,J2E_xz4jOMU4Tt0NFt0vtZaMYEO88_e_qTQBk0wVDqyWK4U,621,,False,100,TOP,24,1515,0,158094,25483,0,30101,4,7570,0,194,241,116,1,1,11293,4931,1769,4,4,3,0,0,23,4,1,13,True,EUW1_7451583285,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,0,0,15668,16,120,Hecarim,0,3,0,0,43888,0,26121,0,3,0,2,2,True,2,1,False,False,False,False,False,True,13,11725,11300,0,JUNGLE,0,0,0,6692,3161,3173,3156,0,0,3364,18,1,8,JUNGLE,0,6,2,509,18433,3186,10339,0,178,0,0,0,0,0,30,2,0,185947,15372,26622,0,0,0,0,0,0,0,0,6585,0,ZsQ8vZEz9kmoSk1F_nnOYtzd6GPyIgisr7rrpINwMIhXcEPNbun8c3i6dY_dtmUSs1zSRsbL45B9Hg,0,0,Zox,1v9,NONE,0,377,77,58,8,0,5,6,15,11,TGoeCBcPgBBDtQ18vln4OiqmdEGPcszUSWeU7_XlaiMeBAbp4j1YULj7-g,106,,False,100,JUNGLE,22,1515,110,271600,19575,0,37611,25,25614,0,27,203,68,1,0,67219,1017,648,0,0,3,0,0,18,0,0,6,True,EUW1_7451583285,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13316,15,8,Vladimir,0,4,2,3785,3785,3785,8590,0,1,0,0,0,True,8,7,False,False,False,False,False,True,0,9932,9650,0,MIDDLE,0,0,0,1056,3170,3152,3041,3089,0,3340,14,1,5,MIDDLE,0,5,1,648,93483,13655,9965,0,4,0,0,0,0,0,3,3,0,8719,901,10034,0,0,0,0,0,0,0,0,6236,0,-0aG7E3igdLxilpMFPu-80zo6e4mYfGGU8SP4jWJEInEZ3LYTuFYTXMWUfnnAoh_Hztd33IBHzcKZA,0,3,ERYAMAN 5,PAVEL,SOLO,0,220,10,67,7,0,2,4,3,6,5tv5ZLTFdmMJKBXviADc7U1EEbFAvjbLFVm7lc7kc70BjmuW,76,,False,100,MIDDLE,3,1515,0,105313,14557,0,20990,4,21808,0,168,89,25,1,0,3109,0,991,1,1,3,0,0,14,0,0,9,True,EUW1_7451583285,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,13068,15,119,Draven,0,6,3,12187,17681,12187,12660,0,3,2,1,0,True,3,0,False,False,False,True,False,True,0,13302,9950,0,BOTTOM,0,1,0,1055,3072,3172,6676,1038,0,3363,17,2,9,BOTTOM,927,6,3,713,73,73,8215,0,2,0,0,0,0,0,10,4,0,140344,19297,7127,0,0,0,0,0,0,0,0,5009,0,Y6CoScfCmoBkYAp894P_Rzv5QySpl1wU80aMXL8L5-JebGDHXQMghg-v4wujJ5UawD_Qj7GPyGfRoA,0,4,Kaggeh,EUW,CARRY,0,64,98,18,8,0,5,4,4,21,O90iVYBgP8VtxoLRG04zerCS1Iebsp7BNuYFR4DCyg5mxUE,513,,False,100,BOTTOM,12,1515,0,141720,19625,0,16656,2,6197,0,194,107,92,1,1,1303,253,1312,2,5,3,0,0,25,2,5,10,True,EUW1_7451583285,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,9520,12,26,Zilean,0,4,7,1151,2414,1151,6244,0,7,5,0,0,True,5,0,False,False,False,False,False,True,0,7521,7125,0,UTILITY,0,0,0,3876,2065,4005,3176,1028,0,3364,23,0,1,BOTTOM,0,0,1,433,28044,7697,8339,0,0,0,0,0,0,0,26,5,0,4331,931,7815,0,0,0,0,0,0,0,0,6243,0,1KpR0q98hBuTYVuqHQLW4bgnNGWmGJfLZqOw8oF5GD3JJkmawAxC74nMSMPdT-WSdDeMZ5ANFesNDQ,0,5,EoA Seeker,EoA,SUPPORT,0,143,65,84,5,0,3,3,4,4,rLkYnwl2ztMgOqzwFD7bPQ3p2ClNnKkhk3jcZKROT4nzWkM,977,,False,100,UTILITY,30,1515,0,33735,9161,774,16605,0,5261,2393,20,159,185,3,0,1358,533,450,1,1,3,0,0,58,5,5,23,True,EUW1_7451583285,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,9608,12,27,Singed,0,12,2,0,0,0,22887,0,9,0,0,0,True,1,0,False,False,False,False,False,True,0,7805,6450,0,TOP,0,0,1,1056,3116,1082,3047,1031,1057,3340,18,0,3,MIDDLE,0,0,1,277,68488,14639,7232,0,3,0,1,0,0,0,51,6,0,5197,2358,18318,0,0,0,0,0,0,0,0,12,0,NhbGibbOnUZfQ9CSdXMD03KrP9g1bKgCD0_Kz6PtlE2dgMbwqVsEHy8U2CvQyeeGJtVeJIcnIerGAw,0,2,TWTV AntockLoL,Rank1,DUO,0,124,29,23,10,0,5,4,7,14,B3LT6O8hOBLz-T9CtYa8olK-JzMbYjvDhpL_f_qXDVti5zDQmGpMjiRwoA,35,,False,200,TOP,42,1515,2,75548,17991,0,26583,0,3162,0,119,448,218,1,0,1864,993,1032,0,0,8,0,0,10,0,0,9,False,EUW1_7451583285,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,9,12,5,0,0,10771,13,9,FiddleSticks,0,2,5,0,10372,0,16209,0,7,2,0,1,True,4,9,False,False,False,False,False,True,6,9905,9550,0,JUNGLE,0,0,1,6653,2420,2055,1082,3118,3020,3330,16,2,7,JUNGLE,0,2,1,329,129071,15177,6313,1,121,0,1,0,1,0,21,7,0,5549,342,22581,0,0,0,0,0,0,0,0,5961,0,my6pa34M1n_7fhE7Om-LM3SU0kUTDZiSzao081UrabL3QfvJ-57Y1ZmUyDZstu-B-AEOTeMuAz4Cew,0,2,xAllow,ESP,NONE,0,38,121,67,7,0,15,11,4,4,EAg509b_CKeezH6usrNJQxFsPUquAc4dELrQKfmGBM21do8,1088,,False,200,JUNGLE,49,1515,99,178256,16492,0,30438,4,14423,0,30,815,208,1,0,43636,972,1542,0,0,8,0,0,41,4,6,2,False,EUW1_7451583285,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,12211,14,42,Corki,0,12,2,5767,5767,5767,8583,0,4,0,0,0,True,0,0,False,False,False,False,False,True,5,11106,11355,0,MIDDLE,0,0,1,3161,2031,3047,2055,3042,3071,3363,23,1,4,MIDDLE,0,4,1,508,50123,4835,7471,0,4,0,1,0,0,0,11,8,0,83181,15671,9772,0,0,0,0,0,0,0,0,5025,0,UrT8DTGeWIkyR5cVKPK1pJYvLdnUCviP6kxcQazv5s0oFWjyfXE24EC1dAMwxcv-pD0f2eIRl3ywUA,0,1,Golgenator,BRUNK,DUO,0,75,21,51,73,0,3,4,4,12,bB428p-3cWdU9x8mFf8lFvBzhB7Tzxx6txYC7C-aD-VwoiQ,959,,False,200,MIDDLE,0,1515,0,142151,22682,0,19002,4,3801,0,204,27,140,1,0,8845,2174,1758,2,2,8,0,0,12,1,1,7,False,EUW1_7451583285,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,10719,13,110,Varus,0,8,1,3666,3929,3666,7821,0,7,0,0,0,True,4,2,False,False,False,False,False,True,1,9589,9150,0,BOTTOM,0,0,1,3153,3070,3124,3133,3009,1055,3363,16,2,4,BOTTOM,0,2,1,340,10551,2916,1650,0,2,0,1,0,1,0,3,9,0,92583,11764,14016,0,0,0,0,0,0,0,0,6853,0,tVUwyR3zaEcJIlTSTHnx9IcfBHW-CkWg97UnJYDq0SwiQsseJssMZ57R-0dO264kC21yDquB6INa3A,0,0,TRUTHFIGHTER663,777,CARRY,0,57,14,36,7,0,5,4,5,21,SOZh4jeXwQx0f_Z9OYrBUCtGe-ApdyRI1K-N35PrRHx7q6U7R7MLvT95Mg,112,,False,200,BOTTOM,15,1515,0,106409,14758,0,16319,0,3916,0,161,257,161,1,0,3275,77,652,1,1,8,0,0,12,0,0,8,False,EUW1_7451583285,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,7051,10,201,Braum,0,3,3,0,1232,0,20103,0,7,1,0,0,True,9,4,False,False,False,False,False,True,0,5981,5550,0,UTILITY,0,0,1,3876,2055,3190,1001,3075,0,3364,20,0,0,BOTTOM,0,0,0,421,9030,5170,4339,4,4,0,1,0,0,0,30,10,0,2872,1252,12345,0,0,0,0,0,0,0,0,6286,0,u-nPrgjYGxjug7S9AQTaItxIt3ZWxa8YghPeWM1L1fo92HMjtxIUYYL5jOylzF9aLDullaoHlmTvOg,0,1,Grå Dage,vamos,SUPPORT,0,56,26,20,5,0,4,4,6,14,bf7RXVDqsh2LWMaUT6-Q8yzkKA-MP9YOxfWX5kwkAB8jHptAZg2ji3-_5w,130,,False,200,UTILITY,30,1515,4,19308,7378,2157,18434,0,1278,324,16,104,149,5,0,7405,955,1749,0,0,8,0,0,46,2,4,15,False,EUW1_7451583285,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11096,13,150,Gnar,0,3,5,0,0,0,15448,0,6,0,0,0,True,0,0,False,False,False,False,False,False,0,7978,7533,0,TOP,0,0,3,3111,3078,1057,1054,1043,1043,3340,18,1,3,TOP,0,2,1,326,3331,852,17365,1,0,0,1,0,0,0,0,1,0,75960,9140,5172,0,0,0,0,0,0,0,0,505,0,lX984jDoCTx9_7hiBBof4imRXsmCR1edf7-eJiDnNmxlZNcIbC4Iy81YfiYhSi-iXwqz6CNeH_GTnw,0,0,Ryos,1887,SOLO,0,74,12,19,6,0,1,4,2,12,jYgCEVlZgljO9PjQC0cLJaoeFK0A5Q2AZ0TB74LZJcxG1as,440,,False,100,TOP,16,1404,0,81197,9993,0,22631,0,2553,0,161,356,180,1,0,1905,0,93,0,0,11,0,0,11,0,1,6,False,EUW1_7451557184,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,9155,12,77,Udyr,0,4,0,0,15130,0,29465,0,9,0,0,1,True,25,53,False,False,False,False,False,False,2,6854,6150,0,JUNGLE,0,0,3,3211,1082,6653,1001,3067,0,3364,13,0,0,JUNGLE,0,0,0,274,80078,4962,16021,1,125,0,1,0,0,0,19,2,0,34201,1197,13314,0,0,0,0,0,0,0,0,7,0,2cukM9rk_3PThKEPG6WHlrlyG7ZbgIc70-YDwFmhPOzwcz3UmFjT1OyRPIB-F4BEjLHw89KqcEXDtQ,0,3,PbLead,4444,NONE,0,93,78,102,103,0,4,6,12,11,T7GDlvOjiH6Rg5NSzN1XfewGkSTpiqpeOUOh2Zx_5RTZ-_TGMSuPSV07TQ,119,,False,100,JUNGLE,19,1404,108,161494,6430,0,30040,0,10938,0,22,1232,213,1,0,47213,270,704,0,0,11,0,0,18,0,4,3,False,EUW1_7451557184,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10246,13,268,Azir,0,8,2,0,957,0,10928,0,8,0,0,0,True,6,1,False,False,False,False,False,False,0,7133,6700,0,MIDDLE,0,0,3,1056,3115,3147,3020,2508,0,3363,15,0,1,MIDDLE,0,0,1,399,88699,11526,10068,0,0,0,1,0,0,0,1,3,0,7887,626,9372,0,0,0,0,0,0,0,0,6879,0,p8Yx_iLYxmPIUnQ3G4O1DpJHKt9bpLcr9Oo_rXCPB977bTO9peMg9c_IVzQvVMDcqz0chlFw-A897w,0,3,Lucas,EUWG,SOLO,0,33,90,4,4,0,2,12,2,4,QAt-uTrMpbNSd1Ob84G7eWW3SqFBmh6taLRMT9Pr_d38Vdc,682,,False,100,MIDDLE,4,1404,0,96586,12153,0,19802,0,723,0,170,110,220,1,0,0,0,361,0,0,11,0,0,6,0,0,7,False,EUW1_7451557184,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9585,12,42,Corki,0,1,2,776,1517,776,9235,0,5,1,0,0,True,1,0,False,False,False,False,False,False,0,8308,7708,0,BOTTOM,0,0,3,1055,3078,3042,3158,0,0,3363,19,0,2,BOTTOM,0,0,1,578,36539,4357,9466,0,0,0,1,0,0,0,3,4,0,61667,9337,11939,0,0,0,0,0,0,0,0,7,0,IVXY5CTnYhoe6nyisBxyb3uwbNKmV5Lz0PLWc9gRyBXhrS6ORocOlLcPKYGzBx556t7rAYXQ3AgCPA,0,0,Ρlease help,EUW,CARRY,0,51,22,31,63,0,2,4,3,1,83TTHn7s3naTyNnq8O2MEJaekw4IhCpbSoBOvJFCVf6L38FKdUE3u56rRQ,56,,False,100,BOTTOM,0,1404,0,106179,15640,0,22136,0,2085,0,186,0,125,1,0,7973,1945,731,0,0,11,0,0,13,1,2,8,False,EUW1_7451557184,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7349,11,16,Soraka,0,0,6,0,119,0,4331,0,6,3,0,0,True,0,13,False,False,False,False,False,False,0,5057,4900,0,UTILITY,0,0,3,3870,3158,2055,6617,3067,1004,3364,21,0,0,BOTTOM,0,0,0,411,8047,2943,6211,0,0,0,1,0,0,0,3,5,0,3966,819,4327,0,0,0,0,0,0,0,0,3150,0,fQ1-2kUgCJzkvjGTxgWDXSbMybhYhWskM-5JaAJvlmwVs5VS7OzHywyL5YyWPP2d90loLX4cAaF5rg,0,0,sithis,311,SUPPORT,0,53,44,12,3,0,4,7,1,4,CdGi7IIlGzhXjucwmJwiTtVcDRUHWtmElZzLBtU9s3WFqw50,854,,False,100,UTILITY,15,1404,0,13608,3762,1234,10726,0,13496,10638,25,109,122,5,0,1594,0,187,0,0,11,0,0,49,4,7,23,False,EUW1_7451557184,0,0,0,0,0,0,0,0,0,0,0,0,
